剧本ID,剧目名称,剧目类别,内容量权重,网络密度,度中心化,主角色关系,角色关系集合,核心主题,核心主题序号,核心主题得分,核心主题置信度,次要主题集合,主题组合,主题组合显示,主题数量,主题序号集合,主题得分集合,主题归一得分集合,主题证据词集合,组合ID,文件路径,数据说明
01001011,文昭关,历史戏,26.95,0.3737,0.4413,亲属关系,亲属关系|权力关系|同盟关系,战争武略,7,170.74,0.3285,恩怨报偿|文人世情,战争武略|恩怨报偿|文人世情,战争武略 + 恩怨报偿 + 文人世情,3,7|8|12,忠义家国:26.96|政治权力:22.21|婚恋姻缘:0.0|家庭亲情:45.33|公案冤狱:8.93|除暴侠义:8.23|战争武略:170.74|恩怨报偿:89.6|善恶转化:27.21|礼教品格:23.07|宗教祥瑞:1.44|文人世情:96.03,忠义家国:0.1579|政治权力:0.1301|婚恋姻缘:0.0|家庭亲情:0.2655|公案冤狱:0.0523|除暴侠义:0.0482|战争武略:1.0|恩怨报偿:0.5248|善恶转化:0.1594|礼教品格:0.1351|宗教祥瑞:0.0084|文人世情:0.5625,战争武略:关、将军、将、军、类别先验:历史戏|恩怨报偿:恩、报、冤仇、报仇、仇|文人世情:文、画、士、花园、琴棋,combo-0ec2d10c,01000000/01001011_文昭关.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
01001012,黄鹤楼,历史戏,29.86,0.2009,0.2879,权力关系,权力关系,战争武略,7,247.0,0.3671,政治权力,政治权力|战争武略,政治权力 + 战争武略,2,2|7,忠义家国:25.08|政治权力:224.72|婚恋姻缘:7.2|家庭亲情:8.15|公案冤狱:3.5|除暴侠义:6.39|战争武略:247.0|恩怨报偿:5.04|善恶转化:14.01|礼教品格:51.78|宗教祥瑞:0.54|文人世情:79.42,忠义家国:0.1015|政治权力:0.9098|婚恋姻缘:0.0292|家庭亲情:0.033|公案冤狱:0.0142|除暴侠义:0.0259|战争武略:1.0|恩怨报偿:0.0204|善恶转化:0.0567|礼教品格:0.2096|宗教祥瑞:0.0022|文人世情:0.3215,政治权力:君臣、臣、关系先验:权力关系、类别先验:历史戏、王|战争武略:将、将军、兵、计、围困,combo-b8241900,01000000/01001012_黄鹤楼.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
01001013,天水关,历史戏,30.98,0.1989,0.3126,权力关系,权力关系|冲突关系,战争武略,7,436.2,0.6328,政治权力,政治权力|战争武略,政治权力 + 战争武略,2,2|7,忠义家国:10.62|政治权力:69.04|婚恋姻缘:1.35|家庭亲情:42.44|公案冤狱:2.81|除暴侠义:27.45|战争武略:436.2|恩怨报偿:13.06|善恶转化:49.4|礼教品格:26.46|宗教祥瑞:4.5|文人世情:5.94,忠义家国:0.0243|政治权力:0.1583|婚恋姻缘:0.0031|家庭亲情:0.0973|公案冤狱:0.0064|除暴侠义:0.0629|战争武略:1.0|恩怨报偿:0.0299|善恶转化:0.1133|礼教品格:0.0607|宗教祥瑞:0.0103|文人世情:0.0136,战争武略:出兵、兵、城、将军、关,combo-b8241900,01000000/01001013_天水关.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
01001014,七星灯,历史戏,29.07,0.2284,0.5856,权力关系,权力关系|冲突关系,战争武略,7,164.51,0.3559,政治权力,政治权力|战争武略,政治权力 + 战争武略,2,2|7,忠义家国:10.86|政治权力:106.25|婚恋姻缘:7.65|家庭亲情:16.16|公案冤狱:3.5|除暴侠义:34.14|战争武略:164.51|恩怨报偿:30.52|善恶转化:3.35|礼教品格:14.52|宗教祥瑞:25.07|文人世情:45.68,忠义家国:0.066|政治权力:0.6459|婚恋姻缘:0.0465|家庭亲情:0.0982|公案冤狱:0.0213|除暴侠义:0.2075|战争武略:1.0|恩怨报偿:0.1855|善恶转化:0.0204|礼教品格:0.0883|宗教祥瑞:0.1524|文人世情:0.2777,政治权力:丞相、关系先验:权力关系、类别先验:历史戏、王、君臣|战争武略:军、将、兵、将军、类别先验:历史戏,combo-b8241900,01000000/01001014_七星灯.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
01001015,战北原,历史戏,24.93,0.3439,0.519,冲突关系,冲突关系|亲属关系|权力关系,战争武略,7,200.65,0.3314,政治权力|文人世情,政治权力|战争武略|文人世情,政治权力 + 战争武略 + 文人世情,3,2|7|12,忠义家国:9.54|政治权力:90.82|婚恋姻缘:0.0|家庭亲情:46.74|公案冤狱:19.85|除暴侠义:23.61|战争武略:200.65|恩怨报偿:40.38|善恶转化:40.7|礼教品格:16.26|宗教祥瑞:0.0|文人世情:116.88,忠义家国:0.0475|政治权力:0.4526|婚恋姻缘:0.0|家庭亲情:0.2329|公案冤狱:0.0989|除暴侠义:0.1177|战争武略:1.0|恩怨报偿:0.2012|善恶转化:0.2028|礼教品格:0.081|宗教祥瑞:0.0|文人世情:0.5825,政治权力:丞相、关系先验:权力关系、类别先验:历史戏、帝、王|战争武略:战、将军、兵、计、军|文人世情:文、书、才,combo-b648ebb9,01000000/01001015_战北原.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
01001016,牧羊卷,家庭戏,31.3,0.3493,0.3313,亲属关系,亲属关系|权力关系,忠义家国,1,144.61,0.2799,婚恋姻缘|家庭亲情|战争武略,忠义家国|婚恋姻缘|家庭亲情|战争武略,忠义家国 + 婚恋姻缘 + 家庭亲情 + 战争武略,4,1|3|4|7,忠义家国:144.61|政治权力:18.34|婚恋姻缘:88.63|家庭亲情:135.18|公案冤狱:2.0|除暴侠义:0.0|战争武略:40.19|恩怨报偿:8.92|善恶转化:6.84|礼教品格:24.02|宗教祥瑞:45.91|文人世情:2.02,忠义家国:1.0|政治权力:0.1268|婚恋姻缘:0.6129|家庭亲情:0.9348|公案冤狱:0.0138|除暴侠义:0.0|战争武略:0.2779|恩怨报偿:0.0617|善恶转化:0.0473|礼教品格:0.1661|宗教祥瑞:0.3175|文人世情:0.014,忠义家国:忠义、忠、义、关系先验:权力关系|婚恋姻缘:结发、妻、夫妻、类别先验:家庭戏、配|家庭亲情:母、母亲、类别先验:家庭戏、关系先验:亲属关系、儿,combo-1b5221d0,01000000/01001016_牧羊卷.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
01001017,清官册,公案戏,30.77,0.1927,0.6519,权力关系,权力关系|亲属关系,公案冤狱,5,865.08,0.5977,政治权力,政治权力|公案冤狱,政治权力 + 公案冤狱,2,2|5,忠义家国:6.52|政治权力:257.11|婚恋姻缘:36.69|家庭亲情:68.09|公案冤狱:865.08|除暴侠义:4.77|战争武略:111.24|恩怨报偿:15.1|善恶转化:5.8|礼教品格:49.62|宗教祥瑞:15.36|文人世情:11.88,忠义家国:0.0075|政治权力:0.2972|婚恋姻缘:0.0424|家庭亲情:0.0787|公案冤狱:1.0|除暴侠义:0.0055|战争武略:0.1286|恩怨报偿:0.0175|善恶转化:0.0067|礼教品格:0.0574|宗教祥瑞:0.0178|文人世情:0.0137,政治权力:圣旨、太师、官、王、金殿|公案冤狱:清官、潘洪、审问、审、状,combo-7e87b6dc,01000000/01001017_清官册.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
01001018,双狮图,历史戏,23.82,0.4145,0.3212,亲属关系,亲属关系|审判与恩怨关系|权力关系,恩怨报偿,8,251.83,0.3481,公案冤狱|战争武略,公案冤狱|战争武略|恩怨报偿,公案冤狱 + 战争武略 + 恩怨报偿,3,5|7|8,忠义家国:9.0|政治权力:51.61|婚恋姻缘:0.9|家庭亲情:63.84|公案冤狱:141.38|除暴侠义:13.95|战争武略:103.38|恩怨报偿:251.83|善恶转化:4.53|礼教品格:15.72|宗教祥瑞:3.48|文人世情:63.8,忠义家国:0.0357|政治权力:0.2049|婚恋姻缘:0.0036|家庭亲情:0.2535|公案冤狱:0.5614|除暴侠义:0.0554|战争武略:0.4105|恩怨报偿:1.0|善恶转化:0.018|礼教品格:0.0624|宗教祥瑞:0.0138|文人世情:0.2533,公案冤狱:法场、冤、关系先验:审判与恩怨关系、关系先验:权力关系、状|战争武略:将、兵、计、类别先验:历史戏、将军|恩怨报偿:报仇、仇、报、冤仇、祭,combo-63a7958f,01000000/01001018_双狮图.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
01001019,柴桑口,历史戏,23.71,0.2729,0.4876,冲突关系,冲突关系|同盟关系|权力关系,战争武略,7,98.41,0.2725,恩怨报偿|善恶转化,战争武略|恩怨报偿|善恶转化,战争武略 + 恩怨报偿 + 善恶转化,3,7|8|9,忠义家国:19.4|政治权力:17.45|婚恋姻缘:0.45|家庭亲情:13.57|公案冤狱:2.0|除暴侠义:21.55|战争武略:98.41|恩怨报偿:87.07|善恶转化:36.95|礼教品格:31.98|宗教祥瑞:0.77|文人世情:31.52,忠义家国:0.1971|政治权力:0.1773|婚恋姻缘:0.0046|家庭亲情:0.138|公案冤狱:0.0203|除暴侠义:0.219|战争武略:1.0|恩怨报偿:0.8848|善恶转化:0.3755|礼教品格:0.325|宗教祥瑞:0.0078|文人世情:0.3203,战争武略:将、兵、计、类别先验:历史戏、关系先验:冲突关系|恩怨报偿:祭、仇、报仇、关系先验:冲突关系、报|善恶转化:悟、归、关系先验:冲突关系、投、降,combo-80097bd4,01000000/01001019_柴桑口.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
01001020,宋江闹院,历史戏,27.96,0.5417,0.3211,亲属关系,亲属关系|冲突关系,文人世情,12,236.36,0.3531,婚恋姻缘,婚恋姻缘|文人世情,婚恋姻缘 + 文人世情,2,3|12,忠义家国:5.0|政治权力:7.35|婚恋姻缘:147.36|家庭亲情:63.93|公案冤狱:0.0|除暴侠义:32.58|战争武略:45.62|恩怨报偿:32.22|善恶转化:72.23|礼教品格:23.34|宗教祥瑞:3.33|文人世情:236.36,忠义家国:0.0212|政治权力:0.0311|婚恋姻缘:0.6235|家庭亲情:0.2705|公案冤狱:0.0|除暴侠义:0.1378|战争武略:0.193|恩怨报偿:0.1363|善恶转化:0.3056|礼教品格:0.0987|宗教祥瑞:0.0141|文人世情:1.0,婚恋姻缘:赠金、夫妻、妻、郎|文人世情:风流、文、书、才、画,combo-00a071b5,01000000/01001020_宋江闹院.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
01002001,李陵碑,家庭戏,21.59,0.2443,0.4357,冲突关系,冲突关系|亲属关系,公案冤狱,5,197.25,0.3311,家庭亲情,家庭亲情|公案冤狱,家庭亲情 + 公案冤狱,2,4|5,忠义家国:18.24|政治权力:12.34|婚恋姻缘:53.8|家庭亲情:102.26|公案冤狱:197.25|除暴侠义:3.54|战争武略:54.25|恩怨报偿:60.38|善恶转化:2.45|礼教品格:42.32|宗教祥瑞:46.48|文人世情:2.52,忠义家国:0.0925|政治权力:0.0626|婚恋姻缘:0.2728|家庭亲情:0.5184|公案冤狱:1.0|除暴侠义:0.0179|战争武略:0.275|恩怨报偿:0.3061|善恶转化:0.0124|礼教品格:0.2146|宗教祥瑞:0.2357|文人世情:0.0128,家庭亲情:父子、子、类别先验:家庭戏、父、关系先验:亲属关系|公案冤狱:潘洪、冤,combo-26510932,01000000/01002001_李陵碑.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
01002003,祭长江,历史戏,15.68,0.5751,0.0,权力关系,权力关系|婚恋关系|同盟关系,婚恋姻缘,3,226.09,0.3967,恩怨报偿,婚恋姻缘|恩怨报偿,婚恋姻缘 + 恩怨报偿,2,3|8,忠义家国:14.36|政治权力:49.01|婚恋姻缘:226.09|家庭亲情:15.5|公案冤狱:2.0|除暴侠义:8.23|战争武略:59.41|恩怨报偿:120.77|善恶转化:28.38|礼教品格:41.69|宗教祥瑞:1.75|文人世情:2.77,忠义家国:0.0635|政治权力:0.2167|婚恋姻缘:1.0|家庭亲情:0.0685|公案冤狱:0.0088|除暴侠义:0.0364|战争武略:0.2628|恩怨报偿:0.5342|善恶转化:0.1255|礼教品格:0.1844|宗教祥瑞:0.0078|文人世情:0.0122,婚恋姻缘:夫妇、夫人、关系先验:婚恋关系、姻缘、夫妻|恩怨报偿:祭江、祭、报仇、恩、报,combo-e8776579,01000000/01002003_祭长江.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
01002004,探寒窑,家庭戏,23.73,0.5704,0.5326,亲属关系,亲属关系|婚恋关系|权力关系,家庭亲情,4,182.99,0.3367,婚恋姻缘,婚恋姻缘|家庭亲情,婚恋姻缘 + 家庭亲情,2,3|4,忠义家国:4.0|政治权力:61.34|婚恋姻缘:158.87|家庭亲情:182.99|公案冤狱:2.99|除暴侠义:16.38|战争武略:21.36|恩怨报偿:7.6|善恶转化:21.24|礼教品格:30.37|宗教祥瑞:4.54|文人世情:31.77,忠义家国:0.0219|政治权力:0.3352|婚恋姻缘:0.8682|家庭亲情:1.0|公案冤狱:0.0163|除暴侠义:0.0895|战争武略:0.1167|恩怨报偿:0.0415|善恶转化:0.1161|礼教品格:0.166|宗教祥瑞:0.0248|文人世情:0.1736,婚恋姻缘:夫人、配、夫妻、关系先验:婚恋关系、类别先验:家庭戏|家庭亲情:女、母、母亲、娘亲、亲,combo-a95186b5,01000000/01002004_探寒窑.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
01002005,落花园,家庭戏,21.44,0.4586,0.3345,亲属关系,亲属关系|婚恋关系,文人世情,12,202.12,0.3182,家庭亲情,家庭亲情|文人世情,家庭亲情 + 文人世情,2,4|12,忠义家国:28.08|政治权力:20.16|婚恋姻缘:35.09|家庭亲情:164.36|公案冤狱:0.0|除暴侠义:0.0|战争武略:61.42|恩怨报偿:6.34|善恶转化:39.72|礼教品格:46.42|宗教祥瑞:31.53|文人世情:202.12,忠义家国:0.1389|政治权力:0.0997|婚恋姻缘:0.1736|家庭亲情:0.8131|公案冤狱:0.0|除暴侠义:0.0|战争武略:0.3039|恩怨报偿:0.0314|善恶转化:0.1965|礼教品格:0.2297|宗教祥瑞:0.156|文人世情:1.0,家庭亲情:女、母、父、母亲、类别先验:家庭戏|文人世情:花园、园、花、关系先验:婚恋关系、楼,combo-1fb89352,01000000/01002005_落花园.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
01002006,探阴山,公案戏,21.95,0.4232,0.5754,审判与恩怨关系,审判与恩怨关系|权力关系|亲属关系,公案冤狱,5,1326.99,0.7706,家庭亲情,家庭亲情|公案冤狱,家庭亲情 + 公案冤狱,2,4|5,忠义家国:4.0|政治权力:47.05|婚恋姻缘:1.57|家庭亲情:49.12|公案冤狱:1326.99|除暴侠义:1.62|战争武略:10.8|恩怨报偿:19.17|善恶转化:45.67|礼教品格:25.92|宗教祥瑞:28.4|文人世情:161.67,忠义家国:0.003|政治权力:0.0355|婚恋姻缘:0.0012|家庭亲情:0.037|公案冤狱:1.0|除暴侠义:0.0012|战争武略:0.0081|恩怨报偿:0.0144|善恶转化:0.0344|礼教品格:0.0195|宗教祥瑞:0.0214|文人世情:0.1218,公案冤狱:包拯、铡、审问、冤、判,combo-26510932,01000000/01002006_探阴山.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
01002007,打金枝,家庭戏,23.96,0.2825,0.4279,权力关系,权力关系|亲属关系,家庭亲情,4,382.2,0.5322,婚恋姻缘,婚恋姻缘|家庭亲情,婚恋姻缘 + 家庭亲情,2,3|4,忠义家国:14.86|政治权力:69.72|婚恋姻缘:140.2|家庭亲情:382.2|公案冤狱:6.05|除暴侠义:0.0|战争武略:9.23|恩怨报偿:26.38|善恶转化:3.6|礼教品格:27.8|宗教祥瑞:31.62|文人世情:6.44,忠义家国:0.0389|政治权力:0.1824|婚恋姻缘:0.3668|家庭亲情:1.0|公案冤狱:0.0158|除暴侠义:0.0|战争武略:0.0241|恩怨报偿:0.069|善恶转化:0.0094|礼教品格:0.0727|宗教祥瑞:0.0827|文人世情:0.0168,婚恋姻缘:夫妇、妻、夫妻、类别先验:家庭戏、配|家庭亲情:父子、儿女、子、女、父,combo-a95186b5,01000000/01002007_打金枝.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
01002008,八义图,家庭戏,27.36,0.3062,0.4112,亲属关系,亲属关系|同盟关系|婚恋关系,家庭亲情,4,106.08,0.1926,婚恋姻缘|除暴侠义|战争武略,婚恋姻缘|家庭亲情|除暴侠义|战争武略,婚恋姻缘 + 家庭亲情 + 除暴侠义 + 战争武略,4,3|4|6|7,忠义家国:51.88|政治权力:26.09|婚恋姻缘:70.91|家庭亲情:106.08|公案冤狱:23.04|除暴侠义:76.45|战争武略:72.55|恩怨报偿:66.04|善恶转化:9.81|礼教品格:32.68|宗教祥瑞:11.74|文人世情:3.49,忠义家国:0.4891|政治权力:0.2459|婚恋姻缘:0.6685|家庭亲情:1.0|公案冤狱:0.2172|除暴侠义:0.7207|战争武略:0.6839|恩怨报偿:0.6225|善恶转化:0.0925|礼教品格:0.3081|宗教祥瑞:0.1107|文人世情:0.0329,婚恋姻缘:妻、夫妻、配、关系先验:婚恋关系、类别先验:家庭戏|家庭亲情:儿、子、类别先验:家庭戏、关系先验:亲属关系、父子|除暴侠义:义侠、侠、关系先验:同盟关系、虎|战争武略:将、计、关系先验:同盟关系、关、城,combo-a9e4454b,01000000/01002008_八义图.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
01002009,鱼肠剑,历史戏,28.41,0.2724,0.3754,亲属关系,亲属关系|权力关系|同盟关系,家庭亲情,4,206.37,0.3646,战争武略,家庭亲情|战争武略,家庭亲情 + 战争武略,2,4|7,忠义家国:24.62|政治权力:47.03|婚恋姻缘:12.78|家庭亲情:206.37|公案冤狱:22.54|除暴侠义:21.37|战争武略:90.84|恩怨报偿:54.35|善恶转化:24.39|礼教品格:52.44|宗教祥瑞:3.24|文人世情:6.12,忠义家国:0.1193|政治权力:0.2279|婚恋姻缘:0.0619|家庭亲情:1.0|公案冤狱:0.1092|除暴侠义:0.1036|战争武略:0.4402|恩怨报偿:0.2634|善恶转化:0.1182|礼教品格:0.2541|宗教祥瑞:0.0157|文人世情:0.0297,家庭亲情:兄弟、子、女、父母、关系先验:亲属关系|战争武略:将军、兵、关、类别先验:历史戏、军,combo-29f389dd,01000000/01002009_鱼肠剑.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
01002010,钓金龟,家庭戏,23.42,0.6285,0.516,亲属关系,亲属关系,家庭亲情,4,458.5,0.5494,礼教品格,家庭亲情|礼教品格,家庭亲情 + 礼教品格,2,4|10,忠义家国:57.72|政治权力:13.7|婚恋姻缘:93.07|家庭亲情:458.5|公案冤狱:0.0|除暴侠义:0.54|战争武略:3.74|恩怨报偿:43.84|善恶转化:14.01|礼教品格:128.09|宗教祥瑞:3.69|文人世情:17.66,忠义家国:0.1259|政治权力:0.0299|婚恋姻缘:0.203|家庭亲情:1.0|公案冤狱:0.0|除暴侠义:0.0012|战争武略:0.0081|恩怨报偿:0.0956|善恶转化:0.0306|礼教品格:0.2794|宗教祥瑞:0.008|文人世情:0.0385,家庭亲情:母子、孝母、母、子、母亲|礼教品格:孝、节、骂、类别先验:家庭戏、孝顺,combo-6bfa251f,01000000/01002010_钓金龟.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
01002011,梅龙镇,历史戏,27.16,0.6314,0.0,亲属关系,亲属关系|权力关系,政治权力,2,107.91,0.3104,忠义家国|战争武略,忠义家国|政治权力|战争武略,忠义家国 + 政治权力 + 战争武略,3,1|2|7,忠义家国:98.25|政治权力:107.91|婚恋姻缘:0.0|家庭亲情:24.51|公案冤狱:2.81|除暴侠义:4.37|战争武略:42.64|恩怨报偿:4.22|善恶转化:12.75|礼教品格:20.46|宗教祥瑞:22.21|文人世情:7.47,忠义家国:0.9105|政治权力:1.0|婚恋姻缘:0.0|家庭亲情:0.2271|公案冤狱:0.026|除暴侠义:0.0405|战争武略:0.3951|恩怨报偿:0.0391|善恶转化:0.1182|礼教品格:0.1896|宗教祥瑞:0.2059|文人世情:0.0692,忠义家国:朝纲、类别先验:历史戏、关系先验:权力关系|政治权力:帝、宫、天子、朝、官|战争武略:军、类别先验:历史戏、将、关系先验:权力关系、关,combo-7453faeb,01000000/01002011_梅龙镇.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
01002012,白门楼,历史戏,32.81,0.1546,0.3455,权力关系,权力关系|冲突关系|亲属关系,战争武略,7,326.86,0.4144,政治权力,政治权力|战争武略,政治权力 + 战争武略,2,2|7,忠义家国:17.25|政治权力:126.1|婚恋姻缘:4.32|家庭亲情:34.7|公案冤狱:2.0|除暴侠义:58.48|战争武略:326.86|恩怨报偿:56.16|善恶转化:58.82|礼教品格:28.08|宗教祥瑞:0.77|文人世情:75.26,忠义家国:0.0528|政治权力:0.3858|婚恋姻缘:0.0132|家庭亲情:0.1061|公案冤狱:0.0061|除暴侠义:0.1789|战争武略:1.0|恩怨报偿:0.1718|善恶转化:0.18|礼教品格:0.0859|宗教祥瑞:0.0023|文人世情:0.2303,政治权力:丞相、宫、君臣、关系先验:权力关系、类别先验:历史戏|战争武略:出兵、军、兵、将、将军,combo-b8241900,01000000/01002012_白门楼.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
01002013,华容道,历史戏,21.01,0.5702,0.4166,冲突关系,冲突关系|权力关系|同盟关系,战争武略,7,222.0,0.4447,恩怨报偿,战争武略|恩怨报偿,战争武略 + 恩怨报偿,2,7|8,忠义家国:42.65|政治权力:28.02|婚恋姻缘:0.9|家庭亲情:1.89|公案冤狱:2.99|除暴侠义:12.73|战争武略:222.0|恩怨报偿:81.88|善恶转化:40.16|礼教品格:28.56|宗教祥瑞:0.45|文人世情:36.99,忠义家国:0.1921|政治权力:0.1262|婚恋姻缘:0.0041|家庭亲情:0.0085|公案冤狱:0.0135|除暴侠义:0.0573|战争武略:1.0|恩怨报偿:0.3688|善恶转化:0.1809|礼教品格:0.1286|宗教祥瑞:0.002|文人世情:0.1666,战争武略:关、兵、将、华容道、军|恩怨报偿:恩、报、关系先验:冲突关系、怨、恨,combo-d474f03d,01000000/01002013_华容道.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
01002014,宇宙锋,历史戏,24.16,0.3814,0.372,权力关系,权力关系|亲属关系,政治权力,2,114.33,0.4031,家庭亲情|礼教品格,政治权力|家庭亲情|礼教品格,政治权力 + 家庭亲情 + 礼教品格,3,2|4|10,忠义家国:10.62|政治权力:114.33|婚恋姻缘:3.69|家庭亲情:43.24|公案冤狱:2.0|除暴侠义:0.0|战争武略:17.5|恩怨报偿:8.99|善恶转化:0.0|礼教品格:52.89|宗教祥瑞:23.84|文人世情:6.53,忠义家国:0.0929|政治权力:1.0|婚恋姻缘:0.0323|家庭亲情:0.3783|公案冤狱:0.0175|除暴侠义:0.0|战争武略:0.153|恩怨报偿:0.0786|善恶转化:0.0|礼教品格:0.4626|宗教祥瑞:0.2085|文人世情:0.0571,政治权力:金殿、王、关系先验:权力关系、太师、类别先验:历史戏|家庭亲情:女、关系先验:亲属关系、儿、父母、父|礼教品格:骂、教、节、关系先验:亲属关系、训,combo-bf2a650a,01000000/01002014_宇宙锋.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
01002015,取帅印,历史戏,29.15,0.2996,0.2971,亲属关系,亲属关系|权力关系|冲突关系,战争武略,7,240.73,0.4741,政治权力,政治权力|战争武略,政治权力 + 战争武略,2,2|7,忠义家国:27.9|政治权力:70.15|婚恋姻缘:3.15|家庭亲情:62.56|公案冤狱:2.99|除暴侠义:10.74|战争武略:240.73|恩怨报偿:29.82|善恶转化:5.6|礼教品格:27.12|宗教祥瑞:2.39|文人世情:24.66,忠义家国:0.1159|政治权力:0.2914|婚恋姻缘:0.0131|家庭亲情:0.2599|公案冤狱:0.0124|除暴侠义:0.0446|战争武略:1.0|恩怨报偿:0.1239|善恶转化:0.0233|礼教品格:0.1127|宗教祥瑞:0.0099|文人世情:0.1024,政治权力:臣、金殿、关系先验:权力关系、天子、帝王|战争武略:将军、兵、将、军、军师,combo-b8241900,01000000/01002015_取帅印.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
01002016,打渔杀家,家庭戏,35.58,0.2111,0.4296,亲属关系,亲属关系,善恶转化,9,123.21,0.3233,家庭亲情|恩怨报偿,家庭亲情|恩怨报偿|善恶转化,家庭亲情 + 恩怨报偿 + 善恶转化,3,4|8|9,忠义家国:0.0|政治权力:19.05|婚恋姻缘:13.99|家庭亲情:99.0|公案冤狱:0.0|除暴侠义:4.86|战争武略:12.02|恩怨报偿:46.24|善恶转化:123.21|礼教品格:56.24|宗教祥瑞:1.62|文人世情:4.91,忠义家国:0.0|政治权力:0.1546|婚恋姻缘:0.1135|家庭亲情:0.8035|公案冤狱:0.0|除暴侠义:0.0394|战争武略:0.0975|恩怨报偿:0.3753|善恶转化:1.0|礼教品格:0.4565|宗教祥瑞:0.0131|文人世情:0.0398,家庭亲情:女、父、子、类别先验:家庭戏、关系先验:亲属关系|善恶转化:招安、投、改过、改、恶|礼教品格:教、节、类别先验:家庭戏、骂、关系先验:亲属关系,combo-6e39cca7,01000000/01002016_打渔杀家.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
01002017,黑风帕,历史戏,29.66,0.2291,0.4526,亲属关系,亲属关系|冲突关系,家庭亲情,4,426.99,0.465,战争武略,家庭亲情|战争武略,家庭亲情 + 战争武略,2,4|7,忠义家国:29.36|政治权力:125.94|婚恋姻缘:64.08|家庭亲情:426.99|公案冤狱:0.0|除暴侠义:31.08|战争武略:176.91|恩怨报偿:12.18|善恶转化:17.39|礼教品格:28.95|宗教祥瑞:0.0|文人世情:5.35,忠义家国:0.0688|政治权力:0.2949|婚恋姻缘:0.1501|家庭亲情:1.0|公案冤狱:0.0|除暴侠义:0.0728|战争武略:0.4143|恩怨报偿:0.0285|善恶转化:0.0407|礼教品格:0.0678|宗教祥瑞:0.0|文人世情:0.0125,家庭亲情:太君、父子、认子、子、父|战争武略:关、战、将、兵、城,combo-29f389dd,01000000/01002017_黑风帕.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
